,quality,dx,dy,da
114,1.0,0.21690762043,4.30107504129,4.30654100487
115,0.0,0.0,0.21505375206500002,0.21505375206500002
116,0.0,0.43381524086,0.430107504129,0.610891257353
117,1.0,4.77196764946,3.4408600330400003,5.883127825780001
118,0.0,0.21690762043,1.29032251239,1.30842695699
119,1.0,0.43381524086,4.9462362974900005,4.965223980219999
120,1.0,1.08453810215,4.51612879336,4.64452819705
121,0.0,0.43381524086,0.430107504129,0.610891257353
122,1.0,5.6395981311800005,3.01075252891,6.392941253559999
123,0.0,0.0,0.645161256194,0.645161256194
124,0.0,0.43381524086,0.645161256194,0.7774501332539999
125,0.0,0.0,0.645161256194,0.645161256194
126,0.0,0.21690762043,0.430107504129,0.48170673745399994
127,0.0,0.0,1.07526876032,1.07526876032
128,1.0,0.43381524086,4.9462362974900005,4.965223980219999
129,0.0,0.21690762043,0.645161256194,0.680648192751
130,1.0,0.86763048172,5.376343801619999,5.445902618119999
131,1.0,1.73526096344,4.73118254542,5.03936691355
